"ID";"ShipMode";"State";"Category";"Sales";"Profit";"Quantity"
"1949bae8-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" New Mexico ";" Supplies ";12.88;0.39;1
"1949c33a-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" North Carolina ";" Art ";13.12;1.48;5
"1949cbd2-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Mississippi ";" Binders ";511.84;240.56;8
"1949d3ca-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Mississippi ";" Art ";91.96;25.75;4
"1949db7c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Mississippi ";" Art ";8.34;2.17;3
"1949e374-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Oregon ";" Storage ";37.68;2.36;3
"1949ebb2-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Oregon ";" Accessories ";279.94;80.48;7
"1949f4ea-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Colorado ";" Storage ";636.41;-15.91;3
"1949fd64-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Colorado ";" Art ";83.17;9.36;4
"194a0520-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" Arizona ";" Chairs ";259.14;-25.91;4
"194a0d4a-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" New York ";" Paper ";221.92;106.52;4
"194a154c-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" New York ";" Accessories ";26.0;11.7;2
"194a1b00-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Florida ";" Paper ";15.55;5.44;3
"194a22e4-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" Texas ";" Binders ";0.88;-1.4;1
"194a2b2c-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" California ";" Paper ";19.98;9.39;1
"194a32c0-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" California ";" Binders ";398.35;124.49;3
"194a3a5e-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" California ";" Art ";5.04;1.26;3
"194a401c-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" California ";" Fasteners ";17.45;8.03;5
"194a4788-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" California ";" Chairs ";323.14;20.2;4
"194a4f12-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" California ";" Supplies ";29.7;8.02;3
"194a5688-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" California ";" Phones ";1295.84;145.78;4
"194a5eb2-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" California ";" Storage ";46.84;12.65;2
"194a663c-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" California ";" Bookcases ";425.83;20.04;1
"194a6dbc-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" New York ";" Tables ";209.67;-13.98;1
"194a74c4-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Paper ";159.88;73.54;7
"194a7c12-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Washington ";" Paper ";5.28;2.38;1
"194a8324-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Washington ";" Binders ";895.92;302.37;5
"194a8a40-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Florida ";" Binders ";2.81;-1.97;3
"194a91ac-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" California ";" Chairs ";215.98;-2.7;3
"194a98b4-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Michigan ";" Bookcases ";241.96;41.13;2
"194a9fe4-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Michigan ";" Labels ";27.72;13.31;9
"194aa778-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Envelopes ";104.68;35.33;5
"194ab40c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Phones ";62.96;9.44;7
"194abf9c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Accessories ";86.38;1.08;3
"194acb22-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Furnishings ";64.94;6.49;3
"194ad39c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Paper ";20.74;7.26;4
"194addba-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" New Hampshire ";" Appliances ";33.28;9.32;4
"194ae576-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" New Hampshire ";" Art ";38.52;11.94;9
"194aedfa-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" New Hampshire ";" Furnishings ";139.86;60.14;7
"194af5d4-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Paper ";19.65;9.04;3
"194afd4a-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Binders ";152.99;-122.39;3
"194b060a-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Fasteners ";10.58;-2.38;7
"194b0e84-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Phones ";94.92;15.82;4
"194b14ba-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Texas ";" Furnishings ";14.76;-11.44;5
"194b1c30-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Texas ";" Binders ";3.66;-5.85;4
"194b2360-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" New York ";" Paper ";146.82;73.41;3
"194b290a-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Binders ";149.54;50.47;9
"194b3026-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Supplies ";17.14;4.46;2
"194b3738-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Tables ";991.76;-347.12;3
"194b3e68-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Paper ";30.48;9.91;6
"194b45ca-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Phones ";23.99;-4.8;2
"194b4d4a-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Fasteners ";16.69;5.42;7
"194b547a-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Chairs ";422.06;-18.09;3
"194b5bb4-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Binders ";38.09;-27.93;4
"194b6348-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Storage ";254.35;-50.87;6
"194b6ae6-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Furnishings ";43.31;4.33;1
"194b72c0-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Phones ";84.95;22.09;5
"194b7a90-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Texas ";" Chairs ";233.06;-53.27;3
"194b821a-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Missouri ";" Accessories ";111.79;43.6;7
"194b89ea-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Massachusetts ";" Paper ";14.94;7.02;3
"194b919c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Binders ";14.16;5.13;2
"194b996c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Texas ";" Furnishings ";22.61;-10.17;3
"194ba0ec-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" California ";" Fasteners ";21.48;10.74;6
"194ba6a0-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Minnesota ";" Storage ";501.81;0.0;3
"194bac86-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Minnesota ";" Storage ";161.94;9.72;3
"194bb384-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Florida ";" Art ";17.86;2.01;4
"194bbad2-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Illinois ";" Binders ";8.81;-14.97;3
"194bc1da-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" Ohio ";" Furnishings ";79.38;29.77;1
"194bc98c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Art ";34.58;10.03;1
"194bd170-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Paper ";314.55;150.98;3
"194bdde6-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Texas ";" Accessories ";191.98;24.0;3
"194be4f8-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Texas ";" Paper ";8.29;3.0;2
"194bef20-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Texas ";" Furnishings ";139.92;-150.41;5
"194bf682-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Texas ";" Art ";15.87;1.19;1
"194bfe16-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Texas ";" Binders ";6.29;-11.0;7
"194c0528-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Ohio ";" Art ";14.02;1.75;3
"194c0cee-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Ohio ";" Accessories ";71.98;-9.0;3
"194c1432-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Ohio ";" Phones ";107.98;-27.0;3
"194c1bb2-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Texas ";" Chairs ";305.31;-8.72;2
"194c2364-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" California ";" Binders ";19.75;6.91;3
"194c2ada-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Texas ";" Binders ";9.26;-13.9;3
"194c3232-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Texas ";" Storage ";61.79;6.18;4
"194c3962-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Utah ";" Paper ";45.68;21.01;2
"194c407e-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Utah ";" Paper ";60.12;28.86;9
"194c47fe-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Utah ";" Binders ";41.72;13.04;5
"194c4fc4-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Utah ";" Paper ";71.6;32.94;8
"194c573a-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Binders ";85.23;30.9;7
"194c5ea6-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Labels ";44.4;22.2;3
"194c645a-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Chairs ";442.76;59.04;4
"194c6bf8-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Machines ";3999.95;1159.99;5
"194c7378-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Accessories ";199.95;21.99;5
"194c7a9e-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Furnishings ";63.68;28.02;8
"194c8214-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" California ";" Binders ";54.9;18.53;2
"194c89a8-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" Alabama ";" Accessories ";29.0;7.25;2
"194c8fb6-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Indiana ";" Envelopes ";70.08;35.04;6
"194c95b0-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Indiana ";" Furnishings ";121.3;25.47;2
"194c9fba-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Indiana ";" Phones ";1454.49;378.17;9
"194ca956-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Appliances ";60.81;17.03;3
"194cb19e-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Washington ";" Binders ";153.55;51.82;3
"194cb8d8-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Washington ";" Appliances ";65.34;22.87;3
"194cc08a-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Washington ";" Paper ";123.92;55.76;4
"194cc864-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Washington ";" Appliances ";35.1;12.29;3
"194cd020-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Washington ";" Accessories ";44.75;8.5;5
"194cd7d2-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Tennessee ";" Art ";4.7;0.41;2
"194cdf7a-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Alabama ";" Art ";14.67;3.96;3
"194ce6e6-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Paper ";15.55;5.44;3
"194cee66-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Paper ";5.23;1.7;1
"194cf5d2-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Arkansas ";" Furnishings ";22.2;9.1;6
"194d0572-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Arkansas ";" Phones ";881.93;229.3;7
"194d0d4c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Washington ";" Binders ";6.1;2.13;2
"194d14f4-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Washington ";" Furnishings ";191.82;74.81;3
"194d1c7e-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Furnishings ";20.1;1.76;1
"194d2476-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Tennessee ";" Art ";67.56;8.44;3
"194d2c64-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Illinois ";" Binders ";29.93;-46.39;7
"194d3402-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Illinois ";" Phones ";38.27;3.83;4
"194d3bb4-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Art ";16.52;7.6;4
"194d449c-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Connecticut ";" Phones ";832.93;233.22;7
"194d4ed8-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Connecticut ";" Binders ";43.8;21.02;10
"194d56ee-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Michigan ";" Appliances ";167.29;29.74;6
"194d5ebe-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Furnishings ";27.42;11.24;1
"194d66ca-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" California ";" Binders ";1.44;0.5;1
"194d6e7c-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" California ";" Binders ";61.78;20.85;13
"194d75de-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" California ";" Appliances ";241.96;60.49;2
"194d7b92-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" California ";" Chairs ";108.61;9.5;4
"194d8312-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Florida ";" Art ";2.82;0.99;2
"194d8ab0-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Binders ";9.98;3.62;4
"194d9230-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Storage ";14.98;4.19;1
"194d99ce-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Phones ";1145.6;100.24;4
"194d9f64-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" Ohio ";" Phones ";485.94;-89.09;2
"194da6da-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" Ohio ";" Art ";37.38;4.67;8
"194dae46-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" Ohio ";" Chairs ";70.69;-24.24;1
"194db562-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Paper ";54.82;17.82;3
"194dbc9c-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Colorado ";" Bookcases ";72.29;-98.8;1
"194dc430-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Texas ";" Fasteners ";2.9;0.47;2
"194dcb7e-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Texas ";" Phones ";124.79;15.6;1
"194dd2b8-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Tables ";330.59;-115.71;1
"194dd9f2-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Binders ";673.57;252.59;2
"194de186-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Appliances ";52.98;14.83;2
"194de960-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Indiana ";" Furnishings ";526.45;31.59;5
"194df126-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Illinois ";" Storage ";228.92;14.31;5
"194df8a6-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Oregon ";" Phones ";319.97;36.0;4
"194e0314-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Vermont ";" Accessories ";205.03;67.66;7
"194e0be8-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Indiana ";" Storage ";190.86;11.45;2
"194e1340-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Indiana ";" Art ";24.32;8.27;8
"194e1c14-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Utah ";" Supplies ";44.4;12.43;5
"194e2484-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Illinois ";" Furnishings ";44.4;-52.17;2
"194e2a74-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" California ";" Binders ";1016.79;381.3;1
"194e3672-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" California ";" Binders ";38.14;13.35;7
"194e3e92-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Phones ";494.98;-115.5;3
"194e48a6-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Storage ";56.56;15.27;2
"194e513e-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Art ";5.56;1.45;2
"194e5bd4-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Fasteners ";9.02;3.52;2
"194e64d0-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Appliances ";8.62;2.24;1
"194e6c1e-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Phones ";659.98;49.5;3
"194e7376-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" California ";" Paper ";13.36;6.41;2
"194e835c-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" California ";" Binders ";41.72;13.04;5
"194e8c6c-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" California ";" Binders ";11.52;4.18;5
"194e9518-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" California ";" Appliances ";541.44;157.02;6
"194e9cc0-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" California ";" Paper ";19.44;9.33;3
"194ea440-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" California ";" Paper ";143.7;68.98;3
"194eac38-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" California ";" Appliances ";43.26;14.28;3
"194eb44e-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" California ";" Appliances ";43.56;15.25;2
"194ebcaa-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Maine ";" Phones ";437.85;131.36;3
"194ec434-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Maine ";" Furnishings ";109.48;33.94;2
"194ecc0e-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" California ";" Chairs ";1212.96;90.97;7
"194ed398-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" California ";" Paper ";18.54;8.71;2
"194edb18-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" California ";" Fasteners ";5.0;2.4;1
"194ee072-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" California ";" Accessories ";371.97;66.95;3
"194ee7d4-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" New York ";" Accessories ";166.24;24.94;1
"194eef40-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Virginia ";" Bookcases ";359.97;79.19;3
"194ef698-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Georgia ";" Accessories ";499.98;115.0;2
"194efdf0-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Georgia ";" Paper ";5.28;2.38;1
"194f052a-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Georgia ";" Binders ";8.26;3.88;2
"194f0d04-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" North Carolina ";" Paper ";7.97;2.69;2
"194f1434-3e4c-11f0-a7df-6c21638b8e2a";" Same Day ";" Washington ";" Paper ";12.96;6.35;2
"194f1b46-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Paper ";6.48;3.11;1
"194f23fc-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Binders ";6.98;2.36;1
"194f2c80-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Florida ";" Art ";47.96;4.2;5
"194f34e6-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Washington ";" Storage ";199.74;47.94;6
"194f3c02-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Furnishings ";435.26;95.76;7
"194f4396-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Copiers ";1119.98;377.99;2
"194f4b70-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" California ";" Tables ";143.43;3.59;1
"194f52b4-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" California ";" Chairs ";122.35;13.76;3
"194f5a02-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Mississippi ";" Storage ";306.2;0.0;5
"194f5fde-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Mississippi ";" Tables ";85.98;22.35;1
"194f6e84-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Mississippi ";" Accessories ";223.96;53.75;4
"194f76ae-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Washington ";" Chairs ";97.57;-6.1;2
"194f7ece-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Washington ";" Chairs ";614.27;-23.04;8
"194f8658-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Washington ";" Bookcases ";199.98;38.0;2
"194f8edc-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Connecticut ";" Paper ";48.16;22.15;7
"194f9ba2-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Indiana ";" Phones ";23.92;6.7;2
"194fa674-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Indiana ";" Appliances ";60.69;16.39;7
"194fb146-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Tennessee ";" Paper ";14.35;5.2;3
"194fb966-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Virginia ";" Appliances ";35.04;12.26;2
"194fc0fa-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Ohio ";" Appliances ";17.48;1.31;5
"194fc8ac-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" California ";" Art ";16.4;4.76;5
"194fd018-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Washington ";" Tables ";892.98;80.37;2
"194fd7ca-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Georgia ";" Phones ";287.97;77.75;3
"194fdf68-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Georgia ";" Furnishings ";595.38;297.69;6
"194fe594-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Georgia ";" Paper ";12.96;6.22;2
"194fed14-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Phones ";4.95;1.34;1
"194ff4b2-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Connecticut ";" Furnishings ";181.95;38.21;3
"194ffc32-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Paper ";13.52;6.22;4
"1950038a-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Furnishings ";259.7;106.48;5
"19500b3c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Phones ";42.95;1.29;1
"1950128a-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Accessories ";1399.93;601.97;7
"19501a0a-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Phones ";503.96;125.99;4
"19502004-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Michigan ";" Binders ";12.72;6.36;3
"19502676-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Michigan ";" Binders ";11.52;5.64;4
"19502dec-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Georgia ";" Accessories ";316.0;31.6;4
"195033d2-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Georgia ";" Chairs ";723.92;188.22;4
"19503b16-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Georgia ";" Paper ";106.32;49.97;3
"1950464c-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Illinois ";" Bookcases ";141.37;-14.14;2
"19504d90-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Texas ";" Paper ";27.22;9.87;3
"19505538-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New York ";" Accessories ";390.75;171.93;5
"19505b32-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Arizona ";" Chairs ";280.79;35.1;1
"19506442-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Arizona ";" Storage ";68.45;7.7;4
"19506c26-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Arizona ";" Art ";88.04;6.6;5
"19507432-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Arizona ";" Art ";15.87;1.98;1
"19507f54-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Arizona ";" Storage ";215.59;-48.51;3
"19508878-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" South Dakota ";" Labels ";14.62;6.87;2
"19509124-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" South Dakota ";" Appliances ";416.32;112.41;2
"1950987c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" South Dakota ";" Binders ";43.0;20.21;5
"1950a2f4-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" South Dakota ";" Chairs ";182.94;27.44;3
"1950aa7e-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" South Dakota ";" Binders ";60.83;30.42;7
"1950b1ea-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" South Dakota ";" Accessories ";389.97;132.59;3
"1950b910-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Virginia ";" Appliances ";194.32;56.35;4
"1950c0ae-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Washington ";" Accessories ";265.93;63.82;7
"1950c946-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Kentucky ";" Binders ";94.74;44.53;3
"1950d10c-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Kentucky ";" Binders ";60.64;27.89;4
"1950d8aa-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Kentucky ";" Binders ";76.3;38.15;5
"1950de4a-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Kentucky ";" Binders ";364.8;167.81;12
